# seed=20260723006 wall_start=2026-07-30 13:30:01 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.100,-0.000,-0.000,0.0,-6.354,-7.521,3.366,1.453,8.420,-7.900
0.200,-0.000,-0.000,0.0,-6.406,-7.475,3.468,1.492,8.348,-7.839
0.300,-0.000,-0.000,0.0,-6.459,-7.429,3.571,1.531,8.276,-7.779
0.400,-0.000,-0.000,0.0,-6.511,-7.382,3.674,1.571,8.204,-7.718
0.500,-0.000,-0.000,0.0,-6.563,-7.336,3.777,1.610,8.132,-7.658
0.600,-0.000,-0.000,0.0,-6.616,-7.290,3.879,1.649,8.060,-7.597
0.700,-0.000,-0.000,0.0,-6.668,-7.243,3.982,1.689,7.988,-7.537
0.800,-0.000,-0.000,0.0,-6.721,-7.197,4.085,1.728,7.916,-7.476
0.900,-0.000,-0.000,0.0,-6.773,-7.150,4.187,1.767,7.844,-7.416
1.000,-0.000,-0.000,0.0,-6.826,-7.104,4.290,1.807,7.773,-7.355
1.100,-0.000,-0.000,0.0,-6.878,-7.058,4.393,1.846,7.701,-7.295
1.200,-0.000,-0.000,0.0,-6.931,-7.011,4.496,1.885,7.629,-7.234
1.300,-0.000,-0.000,0.0,-6.983,-6.965,4.598,1.925,7.557,-7.174
1.400,-0.000,-0.000,0.0,-7.036,-6.919,4.701,1.964,7.485,-7.113
1.500,-0.000,-0.000,0.0,-7.088,-6.872,4.804,2.003,7.413,-7.053
1.600,-0.000,-0.000,0.0,-7.140,-6.826,4.907,2.043,7.341,-6.992
1.700,-0.000,-0.000,0.0,-7.193,-6.780,5.009,2.082,7.269,-6.932
1.800,-0.000,-0.000,0.0,-7.245,-6.733,5.112,2.121,7.197,-6.871
1.900,-0.000,-0.000,0.0,-7.298,-6.687,5.215,2.160,7.125,-6.811
2.000,-0.000,-0.000,0.0,-7.350,-6.641,5.318,2.200,7.053,-6.750
2.100,-0.000,-0.000,0.0,-7.403,-6.594,5.420,2.239,6.981,-6.690
2.200,-0.000,-0.000,0.0,-7.455,-6.548,5.523,2.278,6.909,-6.629
2.300,-0.000,-0.000,0.0,-7.508,-6.501,5.626,2.318,6.837,-6.569
2.400,-0.000,-0.000,0.0,-7.560,-6.455,5.728,2.357,6.765,-6.508
2.500,-0.000,-0.000,0.0,-7.612,-6.409,5.831,2.396,6.693,-6.448
2.600,-0.000,-0.000,0.0,-7.665,-6.362,5.934,2.436,6.621,-6.387
2.700,-0.000,-0.000,0.0,-7.717,-6.316,6.037,2.475,6.550,-6.327
2.800,-0.000,-0.000,0.0,-7.770,-6.270,6.139,2.514,6.478,-6.266
2.900,-0.000,-0.000,0.0,-7.822,-6.223,6.242,2.554,6.406,-6.206
3.000,-0.000,-0.000,0.0,-7.875,-6.177,6.345,2.593,6.334,-6.145
3.100,-0.000,-0.000,0.0,-7.927,-6.131,6.448,2.632,6.334,-6.145
3.200,-0.000,-0.000,0.0,-7.980,-6.084,6.451,2.724,6.334,-6.145
3.300,-0.000,-0.000,0.0,-8.032,-6.038,6.456,2.834,6.334,-6.145
3.400,-0.000,-0.000,0.0,-8.084,-5.991,6.460,2.944,6.334,-6.145
3.500,-0.000,-0.000,0.0,-8.137,-5.945,6.464,3.054,6.334,-6.145
3.600,-0.000,-0.000,0.0,-8.189,-5.899,6.469,3.164,6.334,-6.145
3.700,-0.000,-0.000,0.0,-8.242,-5.852,6.473,3.273,6.334,-6.145
3.800,-0.000,-0.000,0.0,-8.294,-5.806,6.477,3.383,6.334,-6.145
3.900,-0.000,-0.000,0.0,-8.347,-5.760,6.482,3.493,6.334,-6.145
4.000,-0.000,-0.000,0.0,-8.399,-5.713,6.486,3.603,6.334,-6.145
4.100,-0.000,-0.000,0.0,-8.452,-5.667,6.490,3.713,6.334,-6.145
4.200,-0.000,-0.000,0.0,-8.495,-5.628,6.495,3.823,6.334,-6.145
4.300,-0.000,-0.000,0.0,-8.495,-5.628,6.499,3.933,6.334,-6.145
4.400,-0.000,-0.000,0.0,-8.495,-5.628,6.503,4.043,6.334,-6.145
4.500,-0.000,-0.000,0.0,-8.495,-5.628,6.508,4.153,6.334,-6.145
4.600,-0.000,-0.000,0.0,-8.495,-5.628,6.512,4.263,6.334,-6.145
4.700,-0.000,-0.000,0.0,-8.495,-5.628,6.517,4.373,6.334,-6.145
4.800,-0.000,-0.000,0.0,-8.495,-5.628,6.444,4.384,6.334,-6.145
