# seed=20260723020 wall_start=2026-07-28 20:30:39 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,4.272,7.854,0.994,-8.066,-5.815,0.566
0.133,-0.000,-0.000,0.0,4.285,7.758,1.080,-8.043,-5.724,0.542
0.233,0.004,-0.000,-0.1,4.298,7.662,1.166,-8.020,-5.633,0.518
0.333,0.035,0.001,0.6,4.311,7.566,1.252,-7.997,-5.542,0.494
0.433,0.072,0.005,2.4,4.324,7.469,1.338,-7.975,-5.451,0.470
0.533,0.109,0.011,4.3,4.336,7.373,1.424,-7.952,-5.361,0.446
0.633,0.145,0.018,6.1,4.349,7.277,1.510,-7.929,-5.270,0.421
0.733,0.181,0.025,7.9,4.362,7.181,1.596,-7.906,-5.179,0.397
0.833,0.215,0.033,9.4,4.375,7.085,1.682,-7.883,-5.088,0.373
0.933,0.248,0.041,10.8,4.388,6.989,1.768,-7.860,-4.997,0.349
1.033,0.281,0.052,12.5,4.401,6.893,1.854,-7.837,-4.906,0.325
1.133,0.314,0.062,14.1,4.414,6.796,1.940,-7.814,-4.815,0.301
1.233,0.342,0.071,14.6,4.427,6.700,2.026,-7.791,-4.725,0.277
1.333,0.368,0.072,11.8,4.439,6.604,2.112,-7.769,-4.634,0.253
1.433,0.398,0.075,10.5,4.452,6.508,2.198,-7.746,-4.543,0.229
1.533,0.428,0.078,9.4,4.465,6.412,2.284,-7.723,-4.452,0.205
1.633,0.457,0.081,8.4,4.478,6.316,2.370,-7.700,-4.361,0.181
1.733,0.485,0.084,7.7,4.491,6.220,2.456,-7.677,-4.270,0.157
1.833,0.512,0.086,7.0,4.504,6.123,2.542,-7.654,-4.179,0.132
1.933,0.538,0.089,6.8,4.517,6.027,2.628,-7.631,-4.088,0.108
2.033,0.568,0.088,4.7,4.529,5.931,2.714,-7.608,-3.998,0.084
2.133,0.599,0.085,2.0,4.542,5.835,2.800,-7.585,-3.907,0.060
2.233,0.630,0.081,-0.6,4.555,5.739,2.886,-7.562,-3.816,0.036
2.333,0.662,0.075,-3.2,4.568,5.643,2.972,-7.540,-3.725,0.012
2.433,0.695,0.068,-5.6,4.581,5.547,3.058,-7.517,-3.634,-0.012
2.533,0.730,0.060,-7.7,4.594,5.450,3.144,-7.494,-3.543,-0.036
2.633,0.766,0.051,-9.6,4.607,5.354,3.230,-7.471,-3.452,-0.060
2.733,0.801,0.042,-11.0,4.619,5.258,3.316,-7.448,-3.376,-0.073
2.833,0.834,0.034,-12.1,4.632,5.162,3.402,-7.425,-3.282,-0.073
2.933,0.866,0.025,-13.0,4.641,5.098,3.488,-7.402,-3.188,-0.074
3.033,0.896,0.016,-13.7,4.641,5.098,3.574,-7.379,-3.094,-0.075
3.133,0.925,0.007,-14.5,4.641,5.098,3.660,-7.356,-3.000,-0.076
3.233,0.956,-0.002,-15.3,4.641,5.098,3.746,-7.334,-2.906,-0.077
3.333,0.986,-0.011,-15.7,4.641,5.098,3.832,-7.311,-2.812,-0.078
3.433,1.018,-0.023,-17.2,4.641,5.098,3.847,-7.307,-2.718,-0.079
3.533,1.049,-0.035,-18.0,4.641,5.098,3.847,-7.307,-2.624,-0.080
