# seed=20260723025 wall_start=2026-07-29 15:59:07 fmt=v2
sim_t,x,y,yaw_deg,p0x,p0y,p1x,p1y,p2x,p2y
0.033,-0.000,-0.000,0.0,2.819,-0.854,8.436,8.460,-7.660,2.959
0.133,-0.000,-0.000,0.0,2.756,-0.820,8.354,8.457,-7.601,2.890
0.233,-0.000,-0.000,0.0,2.693,-0.785,8.272,8.454,-7.541,2.821
0.333,-0.000,-0.000,0.0,2.630,-0.750,8.190,8.452,-7.482,2.752
0.433,-0.000,-0.000,0.0,2.567,-0.716,8.109,8.449,-7.423,2.683
0.533,-0.000,-0.000,0.0,2.504,-0.681,8.027,8.446,-7.363,2.614
0.633,-0.000,-0.000,0.0,2.441,-0.646,7.945,8.444,-7.304,2.545
0.733,-0.000,-0.000,0.0,2.378,-0.612,7.863,8.441,-7.245,2.476
0.833,-0.000,-0.000,0.0,2.314,-0.577,7.781,8.438,-7.185,2.407
0.933,-0.000,-0.000,0.0,2.251,-0.543,7.699,8.436,-7.126,2.338
1.033,-0.000,-0.000,0.0,2.188,-0.508,7.617,8.433,-7.067,2.269
1.133,-0.000,-0.000,0.0,2.125,-0.473,7.535,8.430,-7.007,2.200
1.233,-0.000,-0.000,0.0,2.062,-0.439,7.453,8.428,-6.948,2.131
1.333,-0.000,-0.000,0.0,1.999,-0.404,7.371,8.425,-6.889,2.062
1.433,-0.000,-0.000,0.0,1.936,-0.369,7.289,8.422,-6.829,1.993
1.533,-0.000,-0.000,0.0,1.873,-0.335,7.207,8.420,-6.770,1.924
1.633,-0.000,-0.000,0.0,1.810,-0.300,7.125,8.417,-6.711,1.855
1.733,-0.000,-0.000,0.0,1.746,-0.265,7.043,8.414,-6.651,1.786
1.833,-0.000,-0.000,0.0,1.683,-0.231,6.961,8.412,-6.592,1.717
1.933,-0.000,-0.000,0.0,1.620,-0.196,6.879,8.409,-6.533,1.648
2.033,-0.000,-0.000,0.0,1.557,-0.162,6.797,8.406,-6.473,1.579
2.133,-0.000,-0.000,0.0,1.494,-0.127,6.715,8.403,-6.414,1.510
2.233,-0.000,-0.000,0.0,1.431,-0.092,6.633,8.401,-6.354,1.441
2.333,-0.000,-0.000,0.0,1.368,-0.058,6.551,8.398,-6.295,1.372
2.433,-0.000,-0.000,0.0,1.305,-0.023,6.469,8.395,-6.236,1.303
2.533,-0.000,-0.000,0.0,1.241,0.012,6.387,8.393,-6.176,1.234
2.633,-0.000,-0.000,0.0,1.178,0.046,6.305,8.390,-6.117,1.165
2.733,-0.000,-0.000,0.0,1.115,0.081,6.224,8.387,-6.058,1.096
2.833,-0.000,-0.000,0.0,1.052,0.115,6.142,8.385,-5.998,1.027
2.933,-0.000,-0.000,0.0,0.989,0.150,6.060,8.382,-5.939,0.958
3.033,-0.000,-0.000,0.0,0.926,0.185,5.978,8.379,-5.880,0.889
3.133,-0.000,-0.000,0.0,0.863,0.219,5.896,8.377,-5.820,0.820
3.233,-0.000,-0.000,0.0,0.800,0.254,5.814,8.374,-5.761,0.751
3.333,-0.000,-0.000,0.0,0.736,0.289,5.732,8.371,-5.751,0.739
3.433,-0.000,-0.000,0.0,0.673,0.323,5.650,8.369,-5.751,0.739
3.533,-0.000,-0.000,0.0,0.610,0.358,5.568,8.366,-5.751,0.739
3.633,-0.000,-0.000,0.0,0.547,0.393,5.486,8.363,-5.751,0.739
3.733,-0.000,-0.000,0.0,0.484,0.427,5.418,8.363,-5.751,0.739
3.833,-0.000,-0.000,0.0,0.421,0.462,5.336,8.362,-5.751,0.739
3.933,-0.000,-0.000,0.0,0.358,0.496,5.254,8.362,-5.751,0.739
4.033,-0.000,-0.000,0.0,0.295,0.531,5.172,8.362,-5.751,0.739
4.133,-0.000,-0.000,0.0,0.231,0.566,5.090,8.362,-5.751,0.739
4.233,-0.000,-0.000,0.0,0.168,0.600,5.008,8.362,-5.751,0.739
4.333,-0.000,-0.000,0.0,0.105,0.635,4.926,8.362,-5.751,0.739
4.433,-0.000,-0.000,0.0,0.042,0.670,4.844,8.362,-5.751,0.739
4.533,-0.000,-0.000,0.0,-0.021,0.704,4.762,8.362,-5.751,0.739
4.633,-0.000,-0.000,0.0,-0.084,0.739,4.680,8.361,-5.751,0.739
4.733,-0.000,-0.000,0.0,-0.147,0.774,4.598,8.361,-5.751,0.739
4.833,-0.000,-0.000,0.0,-0.210,0.808,4.516,8.361,-5.751,0.739
4.933,-0.000,-0.000,0.0,-0.274,0.843,4.434,8.361,-5.751,0.739
5.033,-0.000,-0.000,0.0,-0.337,0.877,4.352,8.361,-5.751,0.739
5.133,-0.000,-0.000,0.0,-0.400,0.912,4.270,8.361,-5.751,0.739
5.233,-0.000,-0.000,0.0,-0.463,0.947,4.188,8.361,-5.751,0.739
5.333,-0.000,-0.000,0.0,-0.526,0.981,4.106,8.361,-5.751,0.739
5.433,-0.000,-0.000,0.0,-0.589,1.016,4.024,8.361,-5.751,0.739
5.533,-0.000,-0.000,0.0,-0.652,1.051,3.942,8.360,-5.751,0.739
5.633,-0.000,-0.000,0.0,-0.715,1.085,3.860,8.360,-5.751,0.739
5.733,-0.000,-0.000,0.0,-0.779,1.120,3.778,8.360,-5.751,0.739
5.833,-0.000,-0.000,0.0,-0.810,1.137,3.696,8.360,-5.751,0.739
5.933,-0.000,-0.000,0.0,-0.810,1.137,3.637,8.339,-5.751,0.739
6.033,-0.000,-0.000,0.0,-0.810,1.137,3.584,8.277,-5.751,0.739
6.133,-0.000,-0.000,0.0,-0.810,1.137,3.530,8.215,-5.751,0.739
6.233,-0.000,-0.000,0.0,-0.810,1.137,3.477,8.152,-5.751,0.739
